RegionName,State,Metro,StateCodeFIPS,MunicipalCodeFIPS,SizeRank,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05
Fairfax County,VA,Washington-Arlington-Alexandria,51,59,36,449990,449900,449995,466250,474900,474888,459000,449000,425000,425000,425000,416487.5,419900,420000,434900,450000,469000,466416.5,464900,459000,449950,449900,439000,429000,439500,459000,475000,499000,499950,499900,499250,495000,499000,499000,499900,499000,5.00E+05,5.00E+05,525000,530000,547950,539000,525000,514918.5,509000,495000,496000,485000,499888,499000,515000,525000,535000,535000,529000,525000,524900,519900,515000,511000,509900,515000,525000,539900,539500,534900,499000,525000,524990,519900,514999.5,514450,524950,534850,549900,565000,565000,550000,549000,545000,545000,549900,557947.5,550000,559900,575000,589900,589000,589900,589000,579900,574999.5,570000,575450,579900,581000,589875,599825,605000,614925,610000,599950,590000,579000,579000,579950,579900,589000,595000,614994.5,619900,630000,629990
Contra Costa County,CA,San Francisco-Oakland-Hayward,6,13,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489000,475000,465000,450000,446240,439950,463450,495000,5.00E+05,525000,525000,525000,499900,499000,499000,479000,459387.5,461950,484900,519000,547450,575000,570000,558888,545000,530000,529000,524900,5.00E+05,510000,539925,570000,589999,595000,599000,579000,559999.5,570000,572495,555000,549900,549000,569000,599000,6.00E+05,625000,608000,599888,589900,585000,580000,574700,550000,555000,590000,618000,629500,639950,639000,625000,609000,615000,605000,599000,584500,579900,595000,605000,628035,629990
Salt Lake County,UT,Salt Lake City,49,35,38,244900,239900,238000,239000,239000,234900,229900,225000,221370,219900,219900,210000,205000,207700,208000,199900,2.00E+05,199900,202000,204900,205000,204900,204000,2.00E+05,199900,207000,209900,208100,215000,219000,219000,229900,229900,234900,235000,234900,227950,225000,229900,239900,247000,255000,261890,259990,259900,259900,264900,262000,259000,258000,259900,269000,274900,275000,275000,275000,276900,275000,274900,275000,279900,284825,289500,299900,305900,311445,314900,319000,315000,314990,311990,309900,311995,310000,324885,324900,335000,339900,339000,335000,328000,328570,329900,329900,329900,335000,341900,350000,350000,350000,349900,350000,350000,350000,349999,350000,359900,356141.5,365000,374850,374900,375000,379900,374900,374900,369999,370000,375000,375000,375000,379900,389900,395000
Travis County,TX,Austin-Round Rock,48,453,39,236337,235000,235000,239867,249900,249900,246950,245700,240000,239900,239990,235000,229900,229900,239000,248000,249500,239900,239000,234900,229000,225000,225000,225000,224900,229970,249000,250000,255000,259900,258000,249900,249000,249500,251851,259000,260000,272247,275000,286990,299000,297376,297244.5,294500,295000,3.00E+05,309825,308800,318000,328990,339000,349900,350000,360000,349900,349300,349825,349900,349000,354945,350000,355000,364679,374945,375000,379000,368995,373990,369000,375000,369500,378990,375000,378990,380000,382990,380000,390000,389000,380000,384900,385000,385000,378154.5,375000,380900,389900,399000,399500,396990,395000,389900,385000,381000,375000,371720,365000,369000,379000,379900,384500,385000,384000,375000,373015.5,369990,365000,359990,354990,364900,370000,385850,387900
Saint Louis County,MO,St. Louis,29,189,40,156250,159900,160000,159900,160000,159900,159900,159000,159000,156375,154900,148000,139900,139900,142000,145000,149900,149900,149900,149900,146000,145000,144900,137500,144900,139900,142500,149900,152900,150000,149900,149000,147009.5,145000,147450,140000,139900,145900,150000,159900,160000,164900,158900,153500,150000,149900,143900,139900,138000,145000,149900,159500,165900,165000,164900,159900,159900,155700,150000,147000,145000,150000,164900,169900,174900,179900,179625,172500,172900,170000,169900,159900,159900,159900,175900,198900,208000,199900,199900,194900,189000,184900,182900,174900,169900,176900,186000,204900,219900,224900,224900,214900,213600,209900,199900,197500,197775,199900,210000,223000,225000,225000,225000,218000,215000,215000,214900,2.00E+05,199900,215000,225000,234900,240000
Pima County,AZ,Tucson,4,19,41,206000,2.00E+05,199900,198500,194500,192900,189000,185000,185000,179900,179000,179000,174900,172900,169900,164500,159990,159900,159000,159000,154900,157500,159000,158000,159000,159500,159500,160000,162500,164900,166990,168500,167250,169900,170000,175000,174900,174900,175000,179000,180250,184900,189000,189467,189900,189900,189900,189900,190000,192945,194900,195476,199000,199000,198000,198000,199000,199000,199000,199000,199000,199900,2.00E+05,199250,2.00E+05,199990,199000,199000,199500,199900,199000,196644.5,199000,199000,199900,2.00E+05,207450,209000,207800,205000,208950,210000,215000,214900,215000,219500,220000,222700,225000,225000,225000,229000,229000,229900,232000,230000,232990,235000,232990,237000,237500,235000,238990,235000,235000,239900,240000,239900,242311.5,239900,247000,248500,249400
Montgomery County,MD,Washington-Arlington-Alexandria,24,31,42,365990,370000,379500,389900,395000,389000,380000,369900,349900,354900,350550,340000,339000,339900,350000,374700,384500,380000,379999,379990,379000,377900,374990,359950,369500,379900,399900,415000,437990,430000,424900,419000,419000,425000,419900,399900,399900,409990,424900,440000,449000,449900,439000,429000,435900,429000,419900,419000,409000,415000,430000,449000,459000,450000,449000,434900,439000,435000,425000,419900,415000,415000,425000,429000,435000,445000,420000,429900,434995,429900,429900,429000,425000,425000,439990,474650,474900,475000,464990,464999,465000,469000,475000,469900,473250,481618,499900,519900,515000,509550,509000,499900,499900,499900,499990,499700,499900,5.00E+05,519990,529900,529500,525000,5.00E+05,499000,499500,495000,495000,475000,475000,495000,499999,524900,525000
Honolulu County,HI,Urban Honolulu,15,3,43,490000,487000,475000,475000,485000,485000,488500,534950,475000,464900,465000,460000,453950,430000,445000,449000,450000,449000,450000,459000,455000,450000,435000,435000,434950,432650,441010,449000,449900,449000,450000,456304.5,450000,455000,450000,453630,459000,475000,463250,471631,475000,459000,495000,499000,499000,495000,499999.5,509500,499000,507000,5.00E+05,502000,510000,504000,510000,522000,520000,510000,525000,530000,545000,550000,548596,539850,550000,565000,569000,579400,578000,585000,587500,590000,590000,535000,590000,599000,599000,625000,625999,625000,630000,625000,630000,636250,635000,624900,625000,640000,643265,648000,630000,630000,635000,629617.5,629000,638500,630000,625000,615000,620000,630750,643194,639000,645000,640000,635000,642500,649000,647500,640000,649000,645000,649000
Westchester County,NY,New York-Newark-Jersey City,36,119,44,5.00E+05,509000,525000,529000,549000,549000,525000,529900,499000,499000,489999.5,459000,450000,449500,497250,475000,475000,475000,457900,440000,439000,425000,415000,399000,395000,399000,427000,444999,460000,449000,449445,429000,430000,430000,439000,419000,425000,448894,460000,479000,495000,498000,469000,429260.5,425000,449000,429000,403750,399222,409500,450000,495000,505000,499000,499900,490000,479000,479000,460021,449000,449000,469000,488444,539000,539000,539000,529000,5.00E+05,499500,509000,499000,485000,478000,499000,539000,559000,571500,575000,550000,535000,535000,525000,519000,499000,499000,549000,572058.5,599000,619361,623000,599925,579949.5,595000,595000,595000,579999.5,585000,624900,639000,649500,669000,649999,639000,625000,630000,629900,625000,607000,6.00E+05,639900,660000,699000,695000
Milwaukee County,WI,Milwaukee-Waukesha-West Allis,55,79,45,149900,150000,154900,154900,154900,150000,149900,149900,149000,149000,146850,139900,137900,139500,134900,134900,138000,136900,136900,137900,139900,134900,131500,129000,126900,124945,124900,126199.5,129800,127900,124900,124000,122000,120000,121400,119000,119900,124900,125000,129950,134900,137900,138612.5,135000,134900,134900,132950,129900,125000,124949.5,129900,135000,139900,139900,139900,139900,139450,134900,129900,129900,129500,129900,135000,139900,149500,145000,145000,141900,139900,139900,139900,138500,135950,140000,145900,149900,149900,155000,156450,155900,154900,149900,149500,144900,139900,144950,149900,149900,154900,155000,154850,149900,149900,149900,147900,144900,144900,149000,149947.5,159900,164900,167200,164900,164900,163500,163900,159900,154900,154900,159900,166950,174000,174900
Fresno County,CA,Fresno,6,19,46,210000,207000,199900,198800,194900,195000,184900,181465,182900,179000,179000,174900,174900,159900,164990,159900,160000,162900,159900,164925,161999.5,159900,159900,159000,158950,153550,153500,150000,159950,165000,170000,175000,175000,179000,175000,175000,179900,185000,195000,204999.5,218000,227250,234900,234625,239950,239000,239000,230990,234000,239900,242450,244900,245900,249950,250000,254900,250000,245000,249000,249250,248975,249900,249950,254999.5,264900,267999.5,269000,269000,262500,259000,256650,258900,253900,255000,259000,259000,264900,266900,274950,269900,269900,269000,262000,265000,259000,259999,264925,275000,284900,285000,289974,285000,288000,291990,290000,292000,289900,277625,284900,299000,298900,299000,299900,299900,299000,299000,299000,298000,295950,289000,289998.5,299970,303495
Shelby County,TN,Memphis,47,157,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144500,140000,142500,133945,139900,147900,144000,149900,149900,149900,145000,138400,134900,130000,130000,129900,129900,139900,149900,158000,159900,147900,139900,139900,138950,132000,132900,129900,134500,145900,154900,159900,165500,160000,157500,159500,149900,145000,135600,135250,139900,152975,160000,164950,169900,169000,167700,166950,167250,153300,144850,147283,159900,170000,179900,184900,184900,179900,180000,175000,170000,160000,159900,159900,169950,182250,189900
Fulton County,GA,Atlanta-Sandy Springs-Roswell,13,121,48,219900,219900,221900,225000,224900,219900,219900,225000,209000,199900,199900,194900,184900,189000,184900,187900,189900,189500,188000,184990,188513.5,179900,175000,169900,169900,177900,184900,190000,2.00E+05,210000,200170,199900,205990,209900,213995,210000,215000,225000,225000,237900,240000,247900,249000,240000,239900,239000,228000,220000,219900,225000,245000,259900,265000,270825,274675,269500,252056,249000,247500,247900,245000,249900,250000,260000,269000,275000,265000,269900,269945,275000,269900,265000,268900,274999,289000,309900,319900,310000,312000,309500,305103.5,315000,315000,3.00E+05,299900,319000,345000,364900,366391.5,370000,355900,349500,356900,363950,359900,360000,364500,369000,379000,395000,4.00E+05,4.00E+05,380000,369900,372900,370000,369900,365000,359000,356400,369000,377000,375000
Mecklenburg County,NC,Charlotte-Concord-Gastonia,37,119,49,190000,194900,192000,194400,190000,190000,189900,189900,186000,185000,184900,179000,175000,175000,175000,179900,179900,179900,179500,179000,175000,175600,175000,174741,174900,178850,183883.5,184900,184900,184900,179900,185000,182500,184985,183400,185000,188995,199580,206900,212000,214900,214900,210000,210000,209900,209000,205000,202000,199000,203200,216068,222175,224900,224900,223000,219900,219900,219990,220000,220000,225000,230000,233500,244900,250000,250000,253945,250000,249500,254900,255000,250000,264900,275000,279900,287000,289900,289900,289900,283000,284900,287390,286610,289999,289500,285000,294978,3.00E+05,304500,305000,299000,295002.5,299900,3.00E+05,3.00E+05,305000,310000,319034.5,319995,316682,314950,314900,309999,305000,309000,307995,305320,304900,304945,314500,314994.5,320000,319900
Erie County,NY,Buffalo-Cheektowaga-Niagara Falls,36,29,50,139900,142500,149000,145000,149900,149900,147600,147000,144900,139990,139999,139900,139900,144900,144900,144900,148900,149900,149900,149000,145950,145450,145000,145000,145000,149900,149900,149900,149900,149850,145000,148000,148500,142900,144900,144500,139999.5,143900,140000,149900,149663,149900,147900,144900,145500,140000,139800,136900,135000,139900,140000,144900,149171.5,154900,154900,149900,149900,149900,149900,149900,149900,149900,149900,150000,158000,159900,159900,157500,159900,155000,154900,152500,149999.5,149949.5,150000,157500,164500,165000,159900,156950,156950,150000,151000,152900,154000,154900,159900,164900,165000,169900,169900,169900,169900,169900,159999,159900,159900,159900,164900,169900,169900,175000,179900,174900,170000,169900,169900,167900,169000,169900,175000,179900,189000
DuPage County,IL,Chicago-Naperville-Elgin,17,43,51,279900,279900,279900,275000,279000,279000,274900,274500,262875,259900,255000,249000,239900,236905,239900,239999.5,246200,249500,246500,239900,239500,234900,228000,219900,219900,225000,229900,232500,236000,239900,234900,229900,229000,229000,229900,223850,224900,234900,240000,250500,265000,269900,269900,268900,269900,269900,274900,269000,269900,279900,289000,289900,299000,299900,299000,297000,294500,294140,290000,289000,290375,299000,299900,299500,299999,304000,3.00E+05,3.00E+05,299999,304000,3.00E+05,299900,299900,315000,320000,325000,329000,330000,329900,329900,329900,329900,333700,335000,334999,339900,339900,345450,345000,344900,339961.5,339000,339000,339000,339400,339990,342500,349900,349900,349900,350000,350000,349900,347995,345000,339900,339900,339500,339900,349000,349900,349900,349900
Fairfield County,CT,Bridgeport-Stamford-Norwalk,9,1,52,514731,519000,505900,510000,524900,519000,518450,499900,494786,489900,489000,465000,474900,469000,465000,479000,479900,485000,475000,459000,450000,449999,449250,448900,439900,449800,459000,469999,484900,479900,460000,449000,469900,469900,470000,469500,465000,495000,499000,499000,5.00E+05,5.00E+05,499900,489900,499000,499000,489949.5,479900,479000,499000,525000,539000,529900,524999.5,509949.5,499500,499000,499000,484900,475000,475000,499000,520000,519000,525000,525000,519000,509000,514950,509900,499900,499000,499900,529700,539450,549999.5,559700,579000,575000,552450,560000,555000,554900,529900,529000,569000,578000,579900,575000,574900,564995,529900,570000,575000,575000,565500,579000,599000,6.00E+05,629000,614900,599900,599000,585000,595000,595000,599000,590000,597700,599000,599000,610000,599000
Pinellas County,FL,Tampa-St. Petersburg-Clearwater,12,103,53,180000,179900,179000,175000,175000,170000,169900,169000,164900,159900,159900,154900,149900,149900,150000,149999,149900,149900,149900,149900,150000,149900,148900,144000,140000,144000,145000,142500,145000,149000,145000,145900,147000,145000,149900,149900,150000,154900,159900,159900,160000,162000,162700,164500,165900,169000,169000,168000,169500,174900,178900,179900,175000,179000,185000,189000,189000,189000,185000,183700,189900,195000,194500,189900,197500,199000,199900,214500,215000,214900,219000,220000,224000,224900,229900,234900,235180,239000,239900,239000,241700,245000,249900,249900,255000,259900,264916,274900,279000,279900,279000,274900,279000,275000,279900,279900,279900,279900,279972,285000,289000,289000,285900,280000,280000,279992.5,279900,283000,279900,282000,285000,289000,292525
